filepath,label
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/4c846678-1c22-4734-b2bf-fb774bf3bb13___RS_LB 4090.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/57462a7c-a8f4-4b99-b312-a8b6e6a0e6f0___RS_LB 5330.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a9c8a264-33be-48f1-bd1d-2cc6c9c8e247___RS_LB 4888.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/e2d4d58b-8754-4c63-b888-8355ddbcb989___RS_LB 4863.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/54ed9ec4-c9db-46ff-9a9b-1ebdea084b18___RS_LB 2984.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/1b8ae46e-1202-4715-8ad1-fd18046c42d3___RS_LB 3880.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5e356292-3046-4967-b1e7-f3e5cf7d0f75___RS_LB 4459.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/87681326-2843-4e63-9042-602b08a98a66___RS_LB 4145.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c4aec622-2e7b-49f6-bab3-6c4dce29f155___RS_LB 3118.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a88a6388-09fa-4cfc-a82e-94d5fd3b4972___RS_LB 2748.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/4337f628-ff14-4603-9120-8639c78cacea___RS_LB 3183.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a3389c1f-d888-430d-bcf7-a546247ad6d2___RS_LB 3092.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b334273e-833f-48fc-b6fb-7d7a31e1a541___RS_LB 4112.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/e26ad557-11c8-44fd-aad1-dea51c613742___RS_LB 5115.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB 4480.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/76be1a95-8bf1-468e-bc6c-f7d8fa5b7e5b___RS_LB 4758.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/e0e15d89-8c3b-43f5-8617-136b720e39cd___RS_LB 2668.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/90c2a92c-9e38-49a3-aefe-e1805fe64537___RS_LB 3016.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/52c6891d-e627-4ebf-a080-3e8051531f5a___RS_LB 4092.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a3bf27ee-b4ec-4f72-a25b-9d47b4cd100d___RS_LB 2889.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/40285dce-33de-4a59-82f4-2eb1d6d38469___RS_LB 4929.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b5442887-db0b-4b94-a6f1-18505731a599___RS_LB 4969.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/2577b25b-c0ac-442b-8093-42e6490bad1e___RS_LB 4319.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/7eeb65d4-122d-45db-b6b0-820cbb6f2dc5___RS_LB 4539.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/629303c0-a89e-4f67-9ac8-aa769cf3a163___RS_LB 3945.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b101bc59-5734-4c39-896f-de29d98b1dce___RS_LB 4702.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/e231f522-dd72-4fbd-94b4-5b4d7b935269___RS_LB 4131.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9bdce182-987e-4996-8cc8-34694b4e24e9___RS_LB 2837.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9fa413c2-d724-4bc6-8aed-954a472cf228___RS_LB 4754.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b402845e-5414-423e-9f6d-29e3bdbb505b___RS_LB 2825.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/2425fba0-8d06-4f05-9d0c-258c39777a37___RS_LB 4915.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c7982d1f-7472-44ba-a39d-76085c4d90cd___RS_LB 3072.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/6a72ed4a-cdb5-4a50-9a0d-efc119066fd7___RS_LB 2865.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/8cd26c99-237b-4910-98ae-3e930c760f56___RS_LB 4061.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b59e4b5d-4ef0-4b8f-a111-ee745e3d0334___RS_LB 4891.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/d2d8eb78-d267-4c37-a18c-b39a0bb11d82___RS_LB 3147.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/04ce7b2d-5e41-43c6-9e11-e1bc4f5e4cca___RS_LB 3224.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB 4079.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/1fa9afe6-69ab-4206-a8b5-487531391a37___RS_LB 3006.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/f27d1c83-25e9-4ab8-8970-3ddfd2a4c6fc___RS_LB 3230.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/80a20af8-9759-4c07-8d0c-d48edc9925c6___RS_LB 5289.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c008d8a7-aa55-400b-ad6c-f4fd7654c516___RS_LB 5242.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/2b064606-e6e2-46e0-9788-d1049f0e4fed___RS_LB 4246.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/727dd407-7a8b-4edb-9697-726ae947bd63___RS_LB 2646.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/df6898c4-f3a1-4ff2-8f44-3bc45a8d4ec5___RS_LB 3316.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/22d5cf8c-308f-417d-9b05-b00a0791ecef___RS_LB 4797.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/520c0e9a-1ba4-44fa-aa60-dcdf018a00b3___RS_LB 2850.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/1338edcb-9e0e-458c-845e-206b869f9199___RS_LB 3205.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/908546cd-34b8-4502-ab09-0c5bb7c1d87b___RS_LB 4912.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/82eb4f72-487c-4f4e-ace6-cc44a24978ec___RS_LB 2600.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a221647c-0dda-468b-93f9-81f50b14ff81___RS_LB 3942.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/12d72127-7880-4481-b3c6-caff04116a86___RS_LB 2632.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9933b288-b5fe-4cbf-a9fa-58ef769b6f7c___RS_LB 2540.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/fdc86644-2491-4ace-b7e3-190e1d68ebba___RS_LB 5129.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a440233c-0ef8-408f-8ebb-1c12e8bc4464___RS_LB 4768.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c87b7e98-d4ed-446a-bf9e-47bd454f279b___RS_LB 2860.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/ec53a246-df50-44c1-a87c-c8296f25f20c___RS_LB 4717.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/04bbcc55-93d3-4a19-9137-8de036a8a4db___RS_LB 2647.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/df919a28-9f11-42f6-823c-15f70bf1325e___RS_LB 4936.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/525c5249-eccb-4c23-b5b7-e9d103857432___RS_LB 4077.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/6d51bd53-2556-410c-b151-547c83a06287___RS_LB 3276.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/49d18379-215d-427e-8662-9cde649d4a33___RS_LB 3163.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/36d2885d-0bc7-4346-8a13-383e1533a68c___RS_LB 5098.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5f0801e0-b127-4596-9f82-eb36f8ee5c85___RS_LB 3852.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/faf67766-afc0-4f41-af0b-a3971fe325c7___RS_LB 4777.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB 2594.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5674826f-aeb6-4142-809e-ea9e4fd391c3___RS_LB 2940.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9475f5bf-607b-4091-8a6d-8f09921478a7___RS_LB 5191.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB 2733.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/baac20f4-7978-4258-8cd0-f3f8fe98bf83___RS_LB 4774.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/7153262e-7692-441e-9677-056a349d62b8___RS_LB 4813.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c746bac3-3c7a-445c-b78e-19294bd9a9cb___RS_LB 5233.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/2c3eddb8-f475-42ce-af72-81271630ba07___RS_LB 4991.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a1523281-33d2-4cc4-910a-3d614a4cd085___RS_LB 2816.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/2438dfce-68a1-4026-a006-4c99a0f6259b___RS_LB 5116.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/805f68c3-b0a9-4072-8ef6-4c48d804e888___RS_LB 5159.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a34d3777-22c7-4723-8b85-f766e042c121___RS_LB 4375.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/60463ced-752c-4af3-9082-1de380c572e4___RS_LB 2580.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a2b27b82-4459-4dcb-a065-92a75f3c9c4b___RS_LB 5018.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/3171caea-9708-45dc-a60b-e347b3e74fb8___RS_LB 5256.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/befda082-9237-4371-bd11-5d3513a365a5___RS_LB 2608.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/6f88dbd4-3e54-47ae-850a-0e9c7d9d700d___RS_LB 4737.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/29a30aec-e060-43f2-bd81-27d8ad1cebf2___RS_LB 4911.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/bc91cb1b-aece-4108-92db-839a106351a5___RS_LB 3087.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c7853012-d4e6-4c0d-a14d-1220a0a6d3b1___RS_LB 3871.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/97babc05-67f1-49d4-9821-6fb8294da5e8___RS_LB 4541.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/6f5a4763-2865-4bdf-8c7f-49ab7a53126a___RS_LB 5237.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/1a5f4258-21df-4334-a933-2ef073c932ba___RS_LB 3089.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/8192a596-e2e9-4451-a33d-a92a26a739ee___RS_LB 2624.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/56aa566a-41be-4109-91bc-0cc99c385b7f___RS_LB 3843.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/551f74c9-3212-4a08-8f5e-a101b4195e1e___RS_LB 2593.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/58475c1a-a4c2-43bd-b361-60523b5c62d2___RS_LB 3912.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/41e3b4c0-7aec-4d49-a84c-f37ed2637407___RS_LB 4377.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b367b969-aec9-4555-9ea2-0a982b38be62___RS_LB 4682.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/6616bc3c-e3be-440d-ac55-ae3bb665e8b4___RS_LB 5071.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/ea356b9c-9090-4f0d-9083-d1f63c77372d___RS_LB 2800.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/974344ba-438f-4190-b71c-875924190fdc___RS_LB 3866.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9a726ce3-7b21-48de-b522-25d19f3c10e3___RS_LB 4765.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5ba52ca6-9cd2-4fad-914a-af2f8fea65c6___RS_LB 4740.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/31c96e0d-0a6a-42b4-bd7a-0faf2c8e462d___RS_LB 5298.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/e439b96c-2ff6-4d53-b8f0-1ed720536b0c___RS_LB 4449.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/e0a559bf-6345-4c5a-8b42-5545b52a2f1b___RS_LB 5456.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/b9302a2f-a369-4b05-aed6-632287f42ed7___RS_LB 4452.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/c0a69909-e94c-4155-a008-20b5445c56d7___RS_LB 3909.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/523537e5-5795-40f6-ad49-9394aeca3f2e___RS_LB 3848.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/cba4be0b-2554-4a9e-8dd0-94cbb2467388___RS_LB 3335.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/d98195f0-bdf8-4e0d-9fd5-af86cfed2a6c___RS_LB 4790.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9001b18c-b659-4c56-9dfb-0d0bf64a7b4a___RS_LB 4987.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/bb4aa884-a811-4229-bfc0-1df1e7330877___RS_LB 5049.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/dce12e0f-6f9d-4c29-ad7a-5e8216b690e0___RS_LB 4721.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB 4925.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9c0e8576-642f-47a6-a053-c52e9025b7f6___RS_LB 4134.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/99064106-3789-4de4-b109-ebc83a20d94b___RS_LB 2757.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9c3ad8d7-58cb-4e7d-85c0-22f5cf105906___RS_LB 4680.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/919150bd-372b-44e0-a70e-a13e60dccbce___RS_LB 3263.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/dcfa79c3-b0d0-4dd0-9796-5d529948b88e___RS_LB 5437.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/2a0727c6-24d9-4d20-89ed-51bbd36a4b5a___RS_LB 2987.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/4a34ce1c-9fde-4707-947a-58432a695741___RS_LB 3277.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/699bd8b5-3c57-48c8-be2b-c8a5e12b0764___RS_LB 4083.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/afc0f88e-8a22-44d1-8575-8945058360c7___RS_LB 4895.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5bbebfcc-4e51-47ba-948c-46be12f1c170___RS_LB 2716.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/489107b2-13f2-401b-b931-39ca7fd4be2b___RS_LB 2665.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5c1c57f6-6aff-4bba-892e-43ff02311c3f___RS_LB 4046.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5a2996c9-ed8f-4c8d-bab3-b68a833b7811___RS_LB 4786.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/93905331-a3b3-43dd-8596-d8f7e6b3e88f___RS_LB 3306.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/6f2f2f80-80f5-4f0b-86f6-a0d9b0fa4cbc___RS_LB 4034.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/bc53f0fd-df00-42c6-ad50-aef25d2c6f7a___RS_LB 2954.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/7260ba74-3187-4a62-8962-cbea92def2f2___RS_LB 4769.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/9f9623f9-e632-4342-b698-95a0521953f9___RS_LB 3068.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/d5f14365-91a1-41e4-95a5-9ae88c3ff4d6___RS_LB 5163.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/89c3b470-f3e6-4a8c-90a0-edfc0ef73085___RS_LB 4543.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/bb3049f8-7377-4610-b13f-8daf6753bda7___RS_LB 4031.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/f964b423-2146-4523-9f71-d7937c475bf0___RS_LB 3842.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/ae805316-66e9-4aaf-b938-8460734b90ec___RS_LB 3004.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/43dde1e0-8c73-45af-8fbf-d500e450a154___RS_LB 3270.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/5ebe5b4f-c3e3-435d-b2d5-49fa1002dbaa___RS_LB 2955.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/ea350085-28c1-4fc0-9fb9-386536cb971e___RS_LB 4890.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/530d9a52-266a-49ca-b0d0-a430acac0011___RS_LB 5054.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/33baf253-755d-4e3f-8d52-5caf59d0835d___RS_LB 2867.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/531a9b98-e034-4a76-81f0-55f597552f6a___RS_LB 5021.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/f7bbae6e-df8d-4f2a-b8b8-52c94d9bf2b5___RS_LB 3212.JPG,Potato___Late_blight
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Potato___Late_blight/a5028ead-ac95-4a90-89cb-aaac512d502a___RS_LB 3957.JPG,Potato___Late_blight
